Full Tweet,user_location,place,State
"""THE LOVE WITCH star Samantha Robinson is a haughty delight as a cam girl diva."" -Indiewire https://t.co/0oIV4Z42fO","Los Angeles, CA",,CA
"I loved PHANTOM THREAD and it deserves all the praise it gets, but I'm still a bit jealous! (GERTRUD was one of my main inspirations for THE LOVE WITCH - Bergman too). https://t.co/jSATO7zBCb","Los Angeles, CA",,CA
"So, have we like, officially declared that THE LOVE WITCH is our new mandatory classic for Valentine's Day? Let's do that. https://t.co/b9WCxvUxAZ","Los Angeles, CA",,CA
After my next two movies I think I want to make a medieval movie set in France - maybe about Eleanor of Aquitaine. I did NOT get all of my medieval yayas out with THE  LOVE WITCH! https://t.co/p8iR8vbqpi,"Los Angeles, CA",,CA
"#femalefilmmakerfriday  Anna Biller. Director of the highly-recommended favorite from last year ""The Love Witch"" (2016). A visual stunner...with teeth.   @missannabiller @msrobinsun  @sanford_jared https://t.co/eOAIbuozch","Los Angeles, CA",,CA
Except from an interview about The Love Witch: https://t.co/3qF7JOgrd0,"Los Angeles, CA",,CA
"NEW EP! This week, director @missannabiller joins @AWolfeful to discuss SUDDEN FEAR. The two marvel at Joan Crawford's expressive face, plus Anna talks about THE LOVE WITCH, @msrobinsun, and personally making a rug for the film. Check it out now! https://t.co/S7aeay0vdz https://t.co/wQnSvOPFu5","Los Angeles, CA",,CA
"While shooting THE LOVE WITCH I had to be on ""penis alert"" to be sure nothing moved during a take, and one actor misunderstood my glances and thought I liked him _Ÿ˜˜ https://t.co/LrEOlfYUoo","Los Angeles, CA",,CA
"When I tell people THE LOVE WITCH is autobiographical they just laugh, but it is! https://t.co/br9bFYOtnn","Los Angeles, CA",,CA
With the ultimate Love Witch @missannabiller _ŸŒ_âù_ï¸è_ŸŒ_ https://t.co/2ojlI52aPx,"Los Angeles, CA",,CA
Eleanor Parker and her purple eyeshadow in SCARAMOUCHE was an inspiration for Elaine's purple eyeshadow in THE LOVE WITCH https://t.co/64fpcTUI0c,"Los Angeles, CA",,CA
"THE LOVE WITCH is playing Thursday and VIVA Wednesday at the Husets Biograph in Copenhagen, and I'm there for Q &amp; A! https://t.co/diYxouewjg","Los Angeles, CA",,CA
Set sketch for the burlesque club in THE LOVE WITCH https://t.co/cnoiPFoTIp,"Los Angeles, CA",,CA
"Gotta love the headwear! @missannabiller ""The Love Witch"" (2016)/ Rodgers &amp; Hammerstein's ""Cinderella"" (1957) #CostumeDesign https://t.co/QufXarXENj","Los Angeles, CA",,CA
"Elvis Mitchell talks to Director @missannabiller about her technicolor inspired thriller ""The Love Witch"" https://t.co/6rMqLsjgze https://t.co/kBfGL7X39z","Los Angeles, CA",,CA
"From the ""Behind the Scenes"" featurette on the DVD/Blu-ray extras for THE LOVE WITCH https://t.co/Y3HqOCxovU","Los Angeles, CA",,CA
Happy Beltane from The Love Witch! https://t.co/5ZdW1SouR1,"Los Angeles, CA",,CA
@krassenstein @JimCarrey It is in step with THE PICTURE OF DORIAN GRAY. @Rosie also made such a portrait. @presssec is repeatedly doing something very ugly to the citizens of the USA. Sarah Sandersâ€™ wickedness harms other nations as well as she chips away at our nationâ€™s soul like an untreated cancer. https://t.co/wNowa6pGYP,"Los Angeles, CA",,CA
Alternative rocker @st_vincent will make her feature directorial debut with 'The Picture of Dorian Gray' https://t.co/6AFqh6omSY https://t.co/6F3UvqMNtt,"Los Angeles, CA",,CA
St. Vincent to direct female-led The Picture of Dorian Gray movie https://t.co/j7DYBwqxNV,"Los Angeles, CA",,CA
'The Picture of Dorian Gray': @st_vincent to direct female-led film adaptation (EXCLUSIVE) https://t.co/6AFqh66M1q,"Los Angeles, CA",,CA
"#RIP Terence Marsh, art director/production designer with 'Lawrence of Arabia,' 'Doctor Zhivago,' 'Shawshank,' 'Hunt for Red October' and 'Sherlock Holmes' Smarter Brother' on his rÃ©sumÃ©. Whoa. https://t.co/M8WSeFrAMa",Los Angeles by way of Brooklyn,,CA
"#RIP Jon Polito, fine actor in 5 Coen Bros. films, first in 'Miller's Crossing,' &amp; Jay's closet rival in @ModernFam. https://t.co/3xP6pGOmUc",Los Angeles by way of Brooklyn,,CA
"Ever read The Picture of Dorian Gray? It's like that. Lol. _Ÿ˜‰ https://t.co/a9Nvsk3AyW",Los Angeles & the Midwest,,CA
"LAWRENCE OF ARABIA (1962)Another devastatingly beautiful shot...Day-for-night with ND and Aero filtersdirector: David Leandirector of photography: Freddie Youngcomposer: Maurice Jarreeditor: Anne V. Coatesfilm: Kodak Eastmancolor 5250 65mm#filmmaking #cinematography #70mm https://t.co/rIoaSUCMnd",Los Angeles / Palm Springs,,CA
"LAWRENCE OF ARABIA (1962)A majestic and magical moment...director: David Leandirector of photography: Freddie Youngcomposer: Maurice Jarre#filmmaking #cinematography #70mm #film https://t.co/Gb4joKtRoi",Los Angeles / Palm Springs,,CA
I just wish I lived in the movie Mona Lisa Smile.,los angeles ,,CA
"Just watched Catherine Breillat's ""Anatomy of Hell"" (2004) and I finally understood why the French like me.",Los Angeles,CA,CA
Julia being Julia for Halloween https://t.co/lz8mDVSQvX,Los Angeles,,CA
the brokeback mountain poster framed. Me https://t.co/uSTmNKk96I,Los Angeles,,CA
"Pink Floyd LA VALLÃ‰EDavid Shire TAKING OF PELHAM ONE TWO THREEEnnio Morricone FOR A FEW DOLLARS MORETangerine Dream SORCERERMiles Davis ELEVATOR TO THE GALLOWSGustavo Santaolalla BROKEBACK MOUNTAIN https://t.co/mL1p2T0KD2",Los Angeles,,CA
"In reference to Luca Guadagnino's love of being memed, last year I mentioned to him that CALL ME BY YOUR NAME had inspired different memes. Here's what he told me. https://t.co/H4Lr47hsNi https://t.co/e4gBDIKwRF",Los Angeles,,CA
"@boburnham 95. Luca Guadagnino fucking did it. SUSPIRIA is... outstanding. I donâ€™t know how the same man that did CALL ME BY YOUR NAME made an incredible, beautiful, visceral body horror film about witches at a dance academy that doesnâ€™t feel like the 2.5 hrs it is, but the man is a genius",los angeles,,CA
"CAROL (2017) feat me, my gf &amp; my throne. Aka the scene after last night's #CarolMovie screening @RooftopCinema #CarolAndTherese #CarolSupportGroup https://t.co/uKKnpc6tIU",Los Angeles,,CA
Two Ways A #Screenwriter Can Create #Subtext In A #Screenplay by #PhyllisNagy of #CAROLMovie https://t.co/XDxhhJfD46 #writing #film #screenwriting #writers #amwriting #film #filmmaking https://t.co/o7t1mQ3s8D,Los Angeles,,CA
Wherein I spill my guts about my LOVE for #CarolMovie and why I had to make #CarolSupportGroup Watch on https://t.co/Uf3ogC645s &amp; HereTV app https://t.co/xU3TnAyeRZ,Los Angeles,,CA
"Another #portrait of mine, of #Oscar2016 nominee #CateBlanchett from #CarolMovie https://t.co/2gYZq1rBm0",Los Angeles,,CA
#CarolMovie is shot so insanely well by Ed Lachman...I feel like quitting. Kudos to him and Haynes for having the guts to shoot 16mm film!,Los Angeles,,CA
Toronto Film Critics Name #CarolMovie Best Film of 2015 ---&gt; https://t.co/BCxbBY3M3Q https://t.co/yQ1mcpIv34,Los Angeles,,CA
"#RooneyMara &amp; #CateBlanchett at the premiere of #CarolMovie More red carpet pix here ---&gt; https://t.co/QZQAEuu9Fl https://t.co/rnEbqN0HRy",Los Angeles,,CA
#CarolMovie is Certifed Fresh at 95% with 61 reviews ---&gt; https://t.co/K7JJqbFP5z   _Ÿç… #Tomatometer @CarolMovie,Los Angeles,,CA
#CarolMovie is Certified Fresh at 94% ---&gt; https://t.co/r6jW4uDBID https://t.co/nPodqpvNRi,Los Angeles,,CA
"Heard some exciting stuff about ""Roma"" today. Eye-popping, apparently. 65mm, B&amp;W, high dynamic range: ""It was like looking at an image from Lawrence of Arabia for the first time."" https://t.co/DavsKPOLeu",Los Angeles,,CA
"David Lean, director of Lawrence of Arabia, Doctor Zhivago, The Bridge on the River Kwai, and more, was born on this day in 1908. https://t.co/9oyg4R1IEf",Los Angeles,,CA
"This week on The Cine-Files @TheRochaSays and I begin our discussion of one of the greatest epics of all time, David Lean's Lawrence of Arabia with special guest @RachelJCushing . https://t.co/R44eL5FRAb",Los Angeles,,CA
Iâ€™m 43 minutes into â€œLawrence of Arabiaâ€ù for the first time and honestly I just wish it were a musical.,Los Angeles,,CA
"Nagisa Ã”shima, the internationally-acclaimed Japanese writer and director behind such arthouse classics as Death by Hanging (1968), In the Realm of the Senses (1976), Empire of Passion (1978), and Merry Christmas Mr. Lawrence (1983), was born on this day in 1932. https://t.co/Qy9k7EXdDx",Los Angeles,,CA
"Movies that men have tried to convince me are good but are extremely not-- all James Bond movies- boondock saints - millerâ€™s crossing - fast &amp; furious 3: Tokyo drift - love, actually",Los Angeles,,CA
"Watching ""Miller's Crossing"" was like understanding math for the first time.",Los Angeles,,CA
"1. Fargo2. Lebowski3. Raising Arizona4. No Country5. Miller's Crossing6. Blood Simple RT @xRAABOOSHA Shek, best Coen Brothers movie?",Los Angeles,,CA
"The word ""genius"" applied to something as trivial as a movie is sheer hyperbole. But better rewatch Miller's Crossing just in case.",Los Angeles,,CA
The Steve Miller's Crossing Band #ruinaband @midnight,los angeles,,CA
"Cafe Iâ€™m in keeps playing selections from the MILLERâ€™S CROSSING score, ensuring that I wonâ€™t leave any time soon.",Los Angeles,,CA
"Just re-watched ""Miller's Crossing"" for the first time in years.  Jesus, what a great movie.",Los Angeles,,CA
Steve Miller's Crossing #moviebands,Los Angeles,,CA
"âù_ï¸è_Ÿ§™â€çâ™€ï¸è Go get witchy TONIGHT! @missannabiller's critically acclaimed THE LOVE WITCH, featuring yours truly as 'Jerry,' RETURNS to the big screen @NickTheatre in Columbia, SC! Get your tix before they fly up in the sky! âù_ï¸è_Ÿ§™â€çâ™€ï¸è5/29 @NickTheatre Columbia, SC at 8:30 p.m. https://t.co/tkrXcciTBj",Los Angeles,,CA
The vision we share! @missannabiller's THE LOVE WITCH earns a 2017 Best Cinematography Nomination from Dublin Film Critics Circle for the singular cinematically extraordinary work of David Mullen! https://t.co/mlzFjGREsA,Los Angeles,,CA
"This fashion designer's runway show was inspired by ""The Love Witch"" âœ¨_Ÿ’–_Ÿ”¥_Ÿ”ª_Ÿ”®By @GabyHerstik cc @lucyctalbot https://t.co/SBiknCpFs7 https://t.co/qd5jlmZHET",Los Angeles,,CA
"Pitch: What if being a Toys R Us kid was the only thing keeping an entire generation of us from growing up and, Picture of Dorian Gray-style, the store closing will age some of us nightmarishly?",Los Angeles,,CA
"BREAKING:  Corey Booker, Barry, and Michael Obama going to star in a sequel to 'Brokeback Mountain' called 'Break My Back Bad Boys' _Ÿ_£_Ÿ_£_Ÿ_£_Ÿ_£_Ÿ_£_Ÿ_£","Loogootee, IN","Loogootee, IN",IN
"""What she has done with Creatures [of Will and Temper] is offer a gender-swapped Picture of Dorian Gray, with Wilde's sense of class-outrage-as-humor intact but a more meaty feast of reward and punishment."" Guys omg omg  https://t.co/D9pgWnRWBT","Longmont, CO",,CO
"Planning to watch #CarolMovie https://t.co/RJU4VEWvvl+rewatch #TheFirefly https://t.co/OxYOZ1SegN +#BelowHerMouth https://t.co/0i1W3L7aJR","Long Island, NY",,NY
"On this date 25 years ago, ""Miller's Crossing"" starring Gabriel Byrne and John Turturro was released in theaters. http://t.co/jiyfqT4Tmn","Lilburn, GA",,GA
The Modern Picture of Dorian Gray: People stay forever young online while their physical forms wither and decay.,"Leesburg, VA",,VA
Jimmy and Eddie Russell have 101 years of combined experience. But do they have anything to learn from online critics? Spoiler alert: Nope. See the whole thing here: https://t.co/XWp91iLYn7 #WT101Years #RealBourbonNoApologies https://t.co/xPcBS0s67k,"Lawrenceburg, KY",,KY
"#7FaveNeoNoir Sexy BeastBrickOut of SightMiller's CrossingBad InfluenceNightcrawlerBlack DahliaThe Lookout@colebrax @TheCinegogue https://t.co/H8qhRUU2rZ","Lawrence, KS",,KS
"Check out my Niekro Christopher and his dope podcast, different kind of take on sports radio. Listen or die, plain and simple. @benmaller @Eddieonfox @uhbroncofan my Mexican Roberto @raider_rob24 Can I be more racially offensive? @RocketChris81 @DopeTakes https://t.co/lypnxazAPd","Las Vegas, NV",,NV
"Maybe this Bannon thing is like when Gabriel Byrne pretended to quit Albert Finney in ""Miller's Crossing"" and then.....","Las Vegas, NV",,NV
"Unfortunately I came across ""Miller's Crossing"" on my TV. There goes the rest of my afternoon.","Las Vegas, NV",,NV
"â€œYou will always be fond of me. I represent to you all the sins you never had the courage to commit.â€ù â€• Oscar Wilde, The Picture of Dorian Gray#LasVegas https://t.co/VWAlAYnd7h",Las Vegas @Heatherofvegas@swit,,NV
"#WCW @cateblanchett whether playing Bob Dylan or a seductive 50s housewife #CarolMovie she's awesome, donâ€™t you thiâ€_ https://t.co/hWBsgyaTcv",Las Vegas,,NV
"I thought @RealChalamet was an amazing actor after seeing Call Me By Your Name. But shit, after seeing Beautiful Boy, please give him and @SteveCarell all of the awards.","Lake Worth, FL","Florida, USA",FL
"""Merry Christmas Mr Lawrence"" is about a Java #POW camp. #WWII and #DavidBowie Blogger @Spinnery1963 takes a deep look at the story. https://t.co/A0qcldyU9H",Lake Tahoe NV & Oregon       ,,OR
Raiders of the Lost Ark &gt; Miller's Crossing &gt; Interstellar,LA/NYC/Austin,,CA
Dunkirk is the Miller's Crossing of Food &amp; Travel TV Shows,LA/NYC/Austin,,CA
Just saw Lawrence of Arabia for the first time at the Egyptian. It did not pass the Bechdel Test.,LA/NY,,CA
"""The 75 Best Edited Films Of All Time."" My editor &amp; pal, Michael Miller, made the list with ""Miller's Crossing"" (#69) http://t.co/xJxtpewT1Q",LA/NY,,NY
"Just overheard a group of 70 year olds at the bagel place discussing David Bowie in ""Merry Christmas, Mr. Lawrence"" and one of them said ""Oh, that's the Ziggy Stardust fellow"" and instead of feeling old, it made me momentarily happy to be on this planet.",LA/Manchester/Dreamland,,CA
I just had two people in my home tonight that said Miller's Crossing sucked and I didn't burn down the building so now I am Ghandi goddammit,LA via Chicago via KY,,CA
Finally watching Mockingjay Part 2. Love The Hunger Games but wasn't crazy about part 1 (or the 1st half of the MJ book for that matter).,LA / NY / DC,,DC
Hunger Games Mockingjay Pt 2 Honest Titles were 1 of the most labor intensive @RobHoltby has created! https://t.co/RgsNE1RHdK,LA,,LA
"Everything @missannabiller says about Joan Crawford, SUDDEN FEAR, THE LOVE WITCH, film history, film production, women in film â€” it's all fascinating. https://t.co/ztSypqZTlE",LA,,LA
"Hadn't watched the movie ""Mona Lisa Smile"" until just now and I really loved it! #goodmovie","Kansas City, MO",,MO
Mona Lisa Smile is a great movie when you want reminded why you are getting an education. #highgoals #loveit,kansas ,,KS
"Call Me By Your Name came out at Thanksgiving and I feel like I was wired ALL of award season. A Star Is Born literally came out at the beginning of October wtf yâ€™all have no regard for my mental health",JFK âœˆï¸è LAX ,,NY
"#7favfilmsofthe90s Silence of the LambsMiller's CrossingMagnoliaClose-UpHard EightCitizen XBeau Travail@TheCinegogue @colebrax","Ithaca, NY",,NY
"â€œI don't want to be at the mercy of my emotions. I want to use them, to enjoy them, and to dominate them.â€ù-Oscar Wilde, The Picture of Dorian Gray https://t.co/hrO4ppM5Pe","Irvine, CA",,CA
Win the The Hunger Games: Mockingjay â€“ Part 2 on Blu-ray â€“Â #MockingjayDVD https://t.co/IOHgZc2pvy https://t.co/aHY0EIGJj9,Iowa,,IA
Finally watched the last two Hunger Games movies Mockingjay 1 and 2 - pretty good!,"Indianapolis, IN",,IN
a series of photos of me watching call me by your name for the first time https://t.co/4L53GSCNBg,indianapolis,,IN
"Donâ€™t forget to watch the only Christmas movies:-In Bruges-Kiss Kiss Bang Bang-Metropolitan-Eyes Wide Shut-The Apartment-Carol-Gremlins-Batman Returns-Fanny and Alexander-Merry Christmas, Mr. Lawrence-Tangerine-On Her Majestyâ€™s Secret Service-The Lion in Winter",Illinois,,IL
"@noahyoo Holy shit!! I wasnâ€™t the only one who thought thank u, next sounded like merry christmas, mr lawrence!! _Ÿ_¯_Ÿ_¯",idol hell,,IA
Mockingjay: The Final Book of the Hunger Games (Unabridged) -... https://t.co/KqMUXcqNCF #kidsyoungadults,Idaho,,IA
"""He Was A Friend Of Mine"" / Brokeback MountainWillie Nelson / Ang Lee https://t.co/4pB4HS35ET","Houston, TX",,TX
No. 12 â€˜The Hunger Games: Mockingjay Part 2â€™ â€“ 2015 Most Valuable Movie Blockbuster Tournament https://t.co/LBk4S3sR92,"Hollywood, USA",,CA
I want to see #CarolMovie right now.,"Hollywood, Los Angeles",,CA
Polaroids of Heath Ledger from Brokeback Mountain https://t.co/pbMpKw9S44,"Hollywood, CA ",,CA
"#CamPostFilm director Desiree Akhavan on how lesbian and bisexual stories are still seen as taboo: â€œLooking at gay narratives, last year the biggest successes were 'Call Me By Your Name' and 'Love, Simon,' and itâ€™s ok to be gay if youâ€™re a guy"" https://t.co/qscvg83A21","Hollywood, CA",,CA
#CarolMovie same-sex kissing edited out in Delta airlines flights https://t.co/9E0YhrFE7q https://t.co/Cu9AQowHyZ,"Hollywood, CA",,CA
ABC rejects #CarolMovie ad featuring nude love scene https://t.co/1TGmymFHjT https://t.co/c4xpBvHZ4y,"Hollywood, CA",,CA
Backstage at #Kimmel - NEW show tonight with Cate Blanchett #CarolMovie 11:35|10:35c #ABC https://t.co/Q9Hx3Bhyya,"Hollywood, CA",,CA
55 years ago today: 'Lawrence of Arabia' hype builds https://t.co/U0EZ1gjw5R,"Hollywood, CA",,CA
"NEW RELEASE:  In 2005, TIME magazine chose Miller's Crossing as one of the 100 greatest films made since the... http://t.co/VDQe8vuM","Hollywood, CA",,CA
"After you've caught up to our MONA LISA SMILE episode, tell us what movies you'd love to hear about on This Had Oscar Buzz! Kiki and Ginny will be taking notes! https://t.co/IOBMtesU6Z https://t.co/qxFkmFaMSZ","Hollywood, CA",,CA
"New Movies, TV on Hulu in October: 'The Hunger Games: Mockingjay â€” Part 2,' 'Smallville,' 'The Mindy Project' https://t.co/pcAqijKmo0 https://t.co/7ZU4lrYQDb","Hollywood, CA",,CA
American Painter Ivan Albright ( 1897- 1983) painting The Picture of Dorian Gray for the 1945 film adaptation https://t.co/yqS5zADxyt,"Hollywood, CA",,CA
"""Each of us has heaven and hell in him, Basil,"" cried Dorian with a wild gesture of despair.'  -Oscar Wilde, The Picture of Dorian Gray https://t.co/F1HHFXoYYk","Hollywood, CA",,CA
"""Each of us has heaven and hell in him, Basil,"" cried Dorian with a wild gesture of despair.'  --Oscar Wilde, The Picture of Dorian Gray https://t.co/1cYlC5BtcQ","Hollywood, CA",,CA
I havenâ€™t seen a Cowboy finish someone off that quick since watching Brokeback Mountain. #ufc,Hollywood,,CA
"Unfortunately, the @goldenglobes category for Best Cinematography was retired in 1963. Belated congrats to Freddie Young, BSC for Lawrence of Arabia! And Henri Persin, Walter Wottitz, Jean Bourgoin for The Longest Day!",Hollywood,,CA
"Take it from the @latimes! An epic with the scope of LAWRENCE OF ARABIA should be see in BIG format on the BIG screen. Screenings of our exclusive, newly-struck 70mm print go from December 15th-30th!  _Ÿ_Ÿï¸è: https://t.co/P6qYvZjvT6 https://t.co/wFPpgk6Hya",Hollywood,,CA
"Wordâ€™s out. We are *thrilled* to announce that we have struck a brand new 70mm print of a Cinematheque favorite, LAWRENCE OF ARABIA! Our exclusive first run goes from December 15-30 right here, at the Egyptian. _Ÿê«_Ÿêª_Ÿ“œ https://t.co/V2YtNnSDAw https://t.co/hFT8DOS9eG",Hollywood,"Los Angeles, CA",CA
"Our Hollywood neighbors at the @SidGrauman has a new 70mm print of Lawrence of Arabia to screen in December. Surely the great Freddie Young, BSC will be there spirit: https://t.co/X1TNT1JWX6 https://t.co/Hzc5hCkNgg",Hollywood,,CA
We've got two hard-boiled gangster greats tomorrow night at the Egyptian at 7:30pm: GOODFELLAS &amp; MILLER'S CROSSING. http://t.co/1qAjDFPN,Hollywood,,CA
Someone is playing merry Christmas Mr. Lawrence in the other classroom wtf,HI â†” WA,,WA
"Now what do Romney and Mueller remind me of? Ah, yes, The Picture of Dorian Gray https://t.co/3b94XnAiKM","Hell's Kitchen, USA",,NY
"The last time JMU lost a game to an FCS opponent (Dec 5, 2015), Hello by Adele was the Billboard #1 song and Hunger Games: Mockingjay - Part 2 was the #1 movie in the country.","Harrisonburg, VA",,VA
Written by: Oscar Wilde/Narrated by Isaac Thorne @isaacrthorne - Now Playing: Thorne's Theater of Terror - The Picture of Dorian Gray,"Hammond, IN",,IN
Read by: Isaac R. Thorne @Isaacrthorne - Now Playing: Thorne's Theater of Terror - The Picture of Dorian Gray by Oscar Wilde,"Hammond, IN",,IN
Simon of the Desert (1965) Luis BuÃ±uel / The Love Witch (2016) Anna Biller https://t.co/ZKvcEwicMX,H.H Los Angeles.,,CA
"The Perfume of the Lady in Black (1974) Francesco BarilliThe Love Witch (2016) Anna BillerMother! (2017) Darren AronofskySuspiria (2018) Luca Guadagnino https://t.co/Ksx34OUSju",H.H Los Angeles.,,CA
"Eyes in Cinema#BillerThe Hypnotist (2001)A Visit from the Incubus (2001)Viva (2007)The Love Witch (2016) https://t.co/frQpYWCakJ",H.H Los Angeles.,,CA
"""None of us can stand other people having the same faults as ourselves."" -Lord Henry, ""The Picture of Dorian Gray""","Glenwood, IA",,IA
Who ever ends up being Julia. We're chest numbing during the finale. They did it on bway and I'm keeping it idc.,"Glens Falls, NY","Glens Falls, NY",NY
@juliebookman Millerâ€™s Crossing at #8 is criminally underrated.,"Ft Worth, Texas",,TX
THE HUNGER GAMES: MOCKINGJAY PART 2 is a finale so bland you'd be forgiven for not recalling that previous films had some charm to them.,"Fort Worth, TX",,TX
"Raury' song ""Lost Souls"" was featured on the Mockingjay Part 2 soundtrack of The Hunger Games franchise!https://t.co/3deOVqHydv",Florida Southern College,,FL
"tbh the hunger games movie series is so surrealit had a ton of marketing and hype for the first movie which completely died by mockingjay",florida,,FL
"@Markitan8dude @caroljsroth Oh, I made a mistake. I was thinking of a different movie, Orphans, not Cousins. I've never seen that one. I don't know how I confused the two. Sorry for the error, but Millerâ€™s Crossing is still magnificent.","Federal Way, WA",,WA
I knew that I spotted Krysten Ritter in the background of class in Mona Lisa Smile! I love seeing actors I love when I re-watch movies.,"Fayetteville, AR",,AR
"If you want to see MILLERâ€™S CROSSING but with John Turturroâ€™s character replaced by Bigfoot, itâ€™s streaming on Amazon Prime. https://t.co/ptYyjVrW27",Extremely Greater L.A. Area,,CA
Who is excited for the first Presidential Debate. This Pres. campaign is just like the Hunger Games MockingJay(Clinton) &amp;Pres. Snow (Trump),Eugene Oregon,,OR
"This cover of Ryuichi Sakamoto's ""Merry Christmas Mr. Lawrence"" is amazing &amp; listening to it will improve your life: https://t.co/Hhn7vMGL0L","Encino, California",,CA
A YouTube analyst described the cinematography of CALL ME BY YOUR NAME as if you were remembering a memory. I think this scene perfectly &amp; accurately depicts that aspect. https://t.co/WB3rtaZIQf,"Edinburg/Austin, TX",,TX
"At first, I thought yâ€™all stans were out here saying TimotheÃ© Chalamet shouldâ€™ve won an Oscar for CALL ME BY YOUR NAME because heâ€™s good looking &amp; all, but after watching clips from the film, he shouldâ€™ve won the Oscar (no disrespect to Gary Oldman)","Edinburg/Austin, TX",,TX
"Mockingjay part 2 is so under appreciated. What an amazing movie, brilliant way to end the Hunger Games' films. Great film and a favorite","Edinburg, TX",,TX
"$15 double feature: Anna Biller's VIVA + THE LOVE WITCH (Manhattan premiere of the 35mm print!)Tix are going fast! https://t.co/WIMYkObxjI https://t.co/HC7bHzAPP9","East Village, New York, NY",,NY
"Did you know that less than one percent of all charitable contributions last year went to groups that support Veterans? Five times that went to causes that support animals. Please consider donating to the Vietnam Veteran Project today. RTs appreciated.https://t.co/o2sy2Njt67","East Providence, RI","Providence, RI",RI
Storyboarding Miller's Crossing with Cinematographer Barry Sonnenfeld http://t.co/gfy4CwqJoA via @zite,"East Bay, CA",,CA
Dang. Finally watching Hunger Games: Mockingjay 2 and am struck by how much they *didn't* soften or shy away from the horrors.,"Durham, NC","Durham, NC",NC
Why You Should Own The Hunger Games: Mockingjay Part 2 https://t.co/sgAxSiJb5v via @ABCretivLearnin,"Durham, NC",,NC
Excited to have @SamuelAAdams back to #Doylestown to speak about MILLER'S CROSSING on 11/14. #Film101 #CoenBros,Doylestown PA,,PA
"Xenomorphs THEN: A mysterious alien organism that incubates in a host and then kills EVERYTHING.Xenomorphs NOW: Jump scare doggos created by swole baby men &amp; an EVIL Lawrence of Arabia loving robot that played with some black goo and eggs because REASONS.","Diamond Bar, CA",,CA
Has a famous rapper used a beat that flips the Merry Christmas Mr. Lawrence theme?,Detroit/Seattle,,IL
Oslo pls come to the gig tonite and cheer me up. We watched Brokeback Mountain in the van and I'm still so sad! https://t.co/luNeTbe2IV,"Detroit, MI",,MI
Mockingjay (the third book in the Hunger Games) gets sooooo much flack and hate. And I know why. But here's why it's my favorite:,"Detroit, MI",,MI
"I would make a joke, but seriously... ""Miller's Crossing."" I mean.",Deep in the heart of LA,,CA
This is a brutal thread about how Anna Biller's crew actively worked to undermine her. THE LOVE WITCH is even more of an accomplishment than I suspected. https://t.co/CRHTlPYKoI,Deep in the heart of LA,,CA
"#Suspiria has scored this year's highest per-theater average, a record that director Luca Guadagnino also set last year with ""Call Me By Your Name"": https://t.co/n11TBShqaB https://t.co/zR1F9CbhxK","Decatur, GA (U.S.)",,GA
@andrewlong166 @RadioFreeTom I love that movie so very much. https://t.co/cNZxzz0y9n,DC,,DC
"The rise of western art among the new generation marked byBrokeback mountain (2005)Red dead redemption (2018)These southern clouds need painting whoâ€™s with me","Dallas, TX",,TX
"Just recorded an interview with the fascinating, brilliant @st_vincent about her Texas upbringing, her new album, and her plan to direct a modern-day version of The Picture of Dorian Gray. You can hear it Friday at 1pm on @kerathink.","Dallas, TX",,TX
"RIP Jon Polito, a Coen Bros. favorite whose turn as mob boss Johnny Caspar in ""Miller's Crossing"" was a masterclass. (Enough already, 2016.)",CT and NYC,,CT
The hunger games had the mockingjay as their symbol of the rebellion. This will be ours. #resist https://t.co/KFBnWkITzt,"Crystal Lake, IL",,IL
"# karaoke WHAT!!!  Hope you can make it.. #badsingers #karaoke  #cantsing #sing #goingout  #eatlocalrhodeisland #eastdrinkrhody #ri_foodie #tasting_ri #thetasteofri #pvdeats #bunsandbitesâ€_ https://t.co/fYYWYRkBA6","Cranston, RI",,RI
"Every Thursday $5 8oz Black Angus Cheese Burger w fries.. #$5burger #cheeseburger #beer&amp;burger#millerscrossingri   #eatlocalrhodeisland #eastdrinkrhody #ri_foodie #tasting_riâ€_ https://t.co/sv8seIEpTQ","Cranston, RI",,RI
"actual answers:miller's crossingthe name of the rosechinatownthe missionlawrence of arabia","Costa Mesa, CA","Costa Mesa, CA",CA
Iâ€™m just now watching Brokeback Mountain for the first time.,"Columbus, OH",,OH
New 11W: Miller's Crossing http://t.co/v67ewXii,"Columbus, OH",,OH
"The Love Witch by @missannabiller plays Tuesday, May 29! It's @Lith_Witch's ""Staff Pick"" and she wrote this killer article for our mag and blog: https://t.co/BbEa4yk4hYTickets here: https://t.co/nyjGcFk35g https://t.co/iAFjjB52Mp","Columbia, SC",,SC
Barney Miller's Crossing #ClassicTVaMovie,Clevelandish....,,OH
"_Ÿ_Å#HappyBirthday To #JeremyIrons: Godspell,Reversal of Fortune, The Lion King, Lolita, Being Julia,The Fourth Angel._Ÿ_Å https://t.co/KyNHyJGXwi","Cleveland , Ohio",,OH
"A9- I grew up in a house full of books, huge library, and one of the books that I really liked was The Picture of Dorian Gray, then the Grimmsâ€™ Fairy tales, Charles Dickens, and Kalevala :) #BizapaloozaChat",Cleveland,,OH
We can think of 5 gifts you may not want to receive this year. Pepto has you covered. #SoundOn https://t.co/IPqTIZOW7D,"Cincinnati, OH",,OH
